personId,planIndex,planElementType,planElementIndex,activityType,activityLocationX,activityLocationY,activityEndTime,legMode
060700-2014000005294-0-5007051,0,activity,6,Shopping,551864.4955635751,4180618.903405426,57120.0,
060700-2014000005294-0-5007051,0,leg,7,,,,,
060700-2014000005294-0-5007051,0,activity,8,Home,553876.3038829905,4181749.312428534,66420.0,
060700-2014000005294-0-5007051,0,leg,9,,,,,
060700-2014000005294-0-5007051,0,activity,10,Escort,549987.6884213509,4180814.7060323684,76500.0,
060700-2014000005294-0-5007051,0,leg,11,,,,,
060700-2014000005294-0-5007051,0,activity,12,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2014000220927-0-6538530,0,activity,0,Home,553836.85480804,4181524.5995021593,46020.0,
060700-2014000220927-0-6538530,0,leg,1,,,,,
060700-2014000220927-0-6538530,0,activity,2,Other,550776.4206808523,4180659.5741404295,52500.0,
060700-2014000220927-0-6538530,0,leg,3,,,,,
060700-2014000220927-0-6538530,0,activity,4,Home,553836.85480804,4181524.5995021593,60120.0,
060700-2014000220927-0-6538530,0,leg,5,,,,,
060700-2014000220927-0-6538530,0,activity,6,Work,550430.2513829968,4183577.8899724362,70140.0,
060700-2014000220927-0-6538530,0,leg,7,,,,,
060700-2014000220927-0-6538530,0,activity,8,Home,553836.85480804,4181524.5995021593,-Infinity,
060700-2014000470961-5-4879477,0,activity,0,Home,552926.2364812018,4180286.1823029723,25860.0,
060700-2014000470961-5-4879477,0,leg,1,,,,,
060700-2014000470961-5-4879477,0,activity,2,Escort,551388.3690012754,4178313.5158856055,28020.0,
060700-2014000470961-5-4879477,0,leg,3,,,,,
060700-2014000470961-5-4879477,0,activity,4,Home,552926.2364812018,4180286.1823029723,43500.0,
060700-2014000470961-5-4879477,0,leg,5,,,,,
060700-2014000470961-5-4879477,0,activity,6,Other,548541.5464410856,4179386.5157405855,53520.0,
060700-2014000470961-5-4879477,0,leg,7,,,,,
060700-2014000470961-5-4879477,0,activity,8,Home,552926.2364812018,4180286.1823029723,-Infinity,
060700-2014000470961-5-4879478,0,activity,0,Home,552884.8176064934,4180191.6331004445,33480.0,
060700-2014000470961-5-4879478,0,leg,1,,,,,
060700-2014000470961-5-4879478,0,activity,2,Other,552316.5032575666,4178721.670530309,47400.0,
060700-2014000470961-5-4879478,0,leg,3,,,,,
060700-2014000470961-5-4879478,0,activity,4,Home,552884.8176064934,4180191.6331004445,-Infinity,
060700-2014000542215-1-6282678,0,activity,0,Home,553836.85480804,4181524.5995021593,46020.0,
060700-2014000542215-1-6282678,0,leg,1,,,,,
060700-2014000542215-1-6282678,0,activity,2,Other,550776.4206808523,4180659.5741404295,52500.0,
060700-2014000542215-1-6282678,0,leg,3,,,,,
060700-2014000542215-1-6282678,0,activity,4,Home,553836.85480804,4181524.5995021593,60120.0,
060700-2014000542215-1-6282678,0,leg,5,,,,,
060700-2014000542215-1-6282678,0,activity,6,Work,550430.2513829968,4183577.8899724362,70140.0,
060700-2014000542215-1-6282678,0,leg,7,,,,,
060700-2014000542215-1-6282678,0,activity,8,Home,553836.85480804,4181524.5995021593,-Infinity,
060700-2014000563285-0-7811806,0,activity,0,Home,553846.5400258416,4181875.05643302,31260.0,
060700-2014000563285-0-7811806,0,leg,1,,,,,
060700-2014000563285-0-7811806,0,activity,2,Escort,551661.533986425,4182368.822044898,41520.0,
060700-2014000563285-0-7811806,0,leg,3,,,,,
060700-2014000563285-0-7811806,0,activity,4,Home,553846.5400258416,4181875.05643302,53820.0,
060700-2014000563285-0-7811806,0,leg,5,,,,,
060700-2014000563285-0-7811806,0,activity,6,Eatout,552116.9741215513,4181065.4601174733,71220.0,
060700-2014000563285-0-7811806,0,leg,7,,,,,
060700-2014000563285-0-7811806,0,activity,8,Home,553846.5400258416,4181875.05643302,-Infinity,
060700-2014000563285-0-7811807,0,activity,0,Home,553860.010616927,4181910.472377821,54960.0,
060700-2014000563285-0-7811807,0,leg,1,,,,,
060700-2014000563285-0-7811807,0,activity,2,Shopping,552158.3616286622,4179705.6577735245,56760.0,
060700-2014000563285-0-7811807,0,leg,3,,,,,
060700-2014000563285-0-7811807,0,activity,4,Home,553860.010616927,4181910.472377821,-Infinity,
060700-2016000050220-0-4499169,0,activity,0,Home,553876.3038829905,4181749.312428534,31680.0,
060700-2016000050220-0-4499169,0,leg,1,,,,,
060700-2016000050220-0-4499169,0,activity,2,Other,549189.8599409942,4184057.1363303913,63240.0,
060700-2016000050220-0-4499169,0,leg,3,,,,,
060700-2016000050220-0-4499169,0,activity,4,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2016000050220-0-4499170,0,activity,0,Home,553876.3038829905,4181749.312428534,45960.0,
060700-2016000050220-0-4499170,0,leg,1,,,,,
060700-2016000050220-0-4499170,0,activity,2,Shopping,552910.4986474259,4181843.497105051,52680.0,
060700-2016000050220-0-4499170,0,leg,3,,,,,
060700-2016000050220-0-4499170,0,activity,4,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2016000050220-0-4499171,0,activity,0,Home,553876.3038829905,4181749.312428534,27000.0,
060700-2016000050220-0-4499171,0,leg,1,,,,,
060700-2016000050220-0-4499171,0,activity,2,Work,552246.5399198263,4179712.956808056,54960.0,
060700-2016000050220-0-4499171,0,leg,3,,,,,
060700-2016000050220-0-4499171,0,activity,4,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2016000050220-0-4499172,0,activity,0,Home,553876.3038829905,4181749.312428534,27000.0,
060700-2016000050220-0-4499172,0,leg,1,,,,,
060700-2016000050220-0-4499172,0,activity,2,Work,552246.5399198263,4179712.956808056,54960.0,
060700-2016000050220-0-4499172,0,leg,3,,,,,
060700-2016000050220-0-4499172,0,activity,4,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2016000050220-0-4499173,0,activity,0,Home,553876.3038829905,4181749.312428534,38400.0,
060700-2016000050220-0-4499173,0,leg,1,,,,,
060700-2016000050220-0-4499173,0,activity,2,Other,552352.755029168,4181965.510141858,48720.0,
060700-2016000050220-0-4499173,0,leg,3,,,,,
060700-2016000050220-0-4499173,0,activity,4,Home,553876.3038829905,4181749.312428534,55560.0,
060700-2016000050220-0-4499173,0,leg,5,,,,,
060700-2016000050220-0-4499173,0,activity,6,Shopping,551864.4955635751,4180618.903405426,57120.0,
060700-2016000050220-0-4499173,0,leg,7,,,,,
060700-2016000050220-0-4499173,0,activity,8,Home,553876.3038829905,4181749.312428534,66420.0,
060700-2016000050220-0-4499173,0,leg,9,,,,,
060700-2016000050220-0-4499173,0,activity,10,Escort,549987.6884213509,4180814.7060323684,76500.0,
060700-2016000050220-0-4499173,0,leg,11,,,,,
060700-2016000050220-0-4499173,0,activity,12,Home,553876.3038829905,4181749.312428534,-Infinity,
060700-2016000101584-2-4625601,0,activity,0,Home,553899.8076826136,4181075.835313044,31560.0,
060700-2016000101584-2-4625601,0,leg,1,,,,,
060700-2016000101584-2-4625601,0,activity,2,Other,550888.1040797392,4182591.6657192316,74040.0,
060700-2016000101584-2-4625601,0,leg,3,,,,,
060700-2016000101584-2-4625601,0,activity,4,Other,552404.4455159795,4181470.8788760584,75000.0,
060700-2016000101584-2-4625601,0,leg,5,,,,,
060700-2016000101584-2-4625601,0,activity,6,Home,553899.8076826136,4181075.835313044,-Infinity,
060700-2016000101584-2-4625602,0,activity,0,Home,553899.8076826136,4181075.835313044,46320.0,
060700-2016000101584-2-4625602,0,leg,1,,,,,
060700-2016000101584-2-4625602,0,activity,2,Other,552823.6545132129,4183069.4879445443,60120.0,
060700-2016000101584-2-4625602,0,leg,3,,,,,
060700-2016000101584-2-4625602,0,activity,4,Home,553899.8076826136,4181075.835313044,-Infinity,
060700-2016000101584-2-4625603,0,activity,0,Home,553899.8076826136,4181075.835313044,52560.0,
060700-2016000101584-2-4625603,0,leg,1,,,,,
060700-2016000101584-2-4625603,0,activity,2,Shopping,545156.1242273797,4179657.227230073,54900.0,
060700-2016000101584-2-4625603,0,leg,3,,,,,
060700-2016000101584-2-4625603,0,activity,4,Home,553899.8076826136,4181075.835313044,-Infinity,
060700-2016000567146-1-2591996,0,activity,0,Home,554109.5355274363,4180277.458350336,26280.0,
060700-2016000567146-1-2591996,0,leg,1,,,,,
060700-2016000567146-1-2591996,0,activity,2,Work,551988.7550267137,4181052.0954157794,61560.0,
060700-2016000567146-1-2591996,0,leg,3,,,,,
060700-2016000567146-1-2591996,0,activity,4,Home,554109.5355274363,4180277.458350336,-Infinity,
060700-2016000674094-2-7939145,0,activity,0,Home,553101.8358071155,4180785.8057676386,46500.0,
060700-2016000674094-2-7939145,0,leg,1,,,,,
060700-2016000674094-2-7939145,0,activity,2,Other,552304.4982662061,4182314.9081651326,56700.0,
060700-2016000674094-2-7939145,0,leg,3,,,,,
060700-2016000674094-2-7939145,0,activity,4,Home,553101.8358071155,4180785.8057676386,-Infinity,
060700-2016001337690-1-2592204,0,activity,0,Home,553336.5864412648,4180258.321509011,21660.0,
060700-2016001337690-1-2592204,0,leg,1,,,,,
060700-2016001337690-1-2592204,0,activity,2,Other,550432.6584100123,4181714.5377874537,49740.0,
060700-2016001337690-1-2592204,0,leg,3,,,,,
060700-2016001337690-1-2592204,0,activity,4,Home,553336.5864412648,4180258.321509011,-Infinity,
060700-2016001337690-1-2592205,0,activity,0,Home,553336.5864412648,4180258.321509011,34080.0,
060700-2016001337690-1-2592205,0,leg,1,,,,,
060700-2016001337690-1-2592205,0,activity,2,Shopping,552566.04461115,4181963.4181836275,73140.0,
060700-2016001337690-1-2592205,0,leg,3,,,,,
060700-2016001337690-1-2592205,0,activity,4,Home,553336.5864412648,4180258.321509011,-Infinity,
061000-2012000608867-0-6037534,0,activity,0,Home,553880.196972834,4174437.724397476,40260.0,
061000-2012000608867-0-6037534,0,leg,1,,,,,
061000-2012000608867-0-6037534,0,activity,2,Shopping,553265.7025702312,4178975.8086476373,42600.0,
061000-2012000608867-0-6037534,0,leg,3,,,,,
061000-2012000608867-0-6037534,0,activity,4,Home,553880.196972834,4174437.724397476,55440.0,
061000-2012000608867-0-6037534,0,leg,5,,,,,
061000-2012000608867-0-6037534,0,activity,6,Other,551686.304727446,4173299.708600113,58680.0,
061000-2012000608867-0-6037534,0,leg,7,,,,,
061000-2012000608867-0-6037534,0,activity,8,Home,553880.196972834,4174437.724397476,-Infinity,
061000-2012000608867-0-6037535,0,activity,0,Home,553842.5233497007,4174477.255217227,69660.0,
061000-2012000608867-0-6037535,0,leg,1,,,,,
061000-2012000608867-0-6037535,0,activity,2,Other,547517.4889570611,4181683.764391357,70620.0,
061000-2012000608867-0-6037535,0,leg,3,,,,,
061000-2012000608867-0-6037535,0,activity,4,Home,553842.5233497007,4174477.255217227,-Infinity,
061000-2012000608867-0-6037536,0,activity,0,Home,553842.5233497007,4174477.255217227,47100.0,
061000-2012000608867-0-6037536,0,leg,1,,,,,
061000-2012000608867-0-6037536,0,activity,2,Other,554286.1646150546,4177628.941338136,49740.0,
061000-2012000608867-0-6037536,0,leg,3,,,,,
061000-2012000608867-0-6037536,0,activity,4,Home,553842.5233497007,4174477.255217227,-Infinity,
061000-2013000498813-0-8076981,0,activity,0,Home,554490.1352003382,4174295.8414475364,43260.0,
061000-2013000498813-0-8076981,0,leg,1,,,,,
061000-2013000498813-0-8076981,0,activity,2,Escort,551608.3570829825,4173073.949016573,60900.0,
061000-2013000498813-0-8076981,0,leg,3,,,,,
061000-2013000498813-0-8076981,0,activity,4,Home,554490.1352003382,4174295.8414475364,-Infinity,
061000-2013000498813-0-8076982,0,activity,0,Home,554490.1352003382,4174295.8414475364,43260.0,
061000-2013000498813-0-8076982,0,leg,1,,,,,
061000-2013000498813-0-8076982,0,activity,2,Escort,551608.3570829825,4173073.949016573,60900.0,
061000-2013000498813-0-8076982,0,leg,3,,,,,
061000-2013000498813-0-8076982,0,activity,4,Home,554490.1352003382,4174295.8414475364,-Infinity,
061000-2013000872151-0-4508783,0,activity,0,Home,553012.7826340878,4174458.2596106837,26580.0,
061000-2013000872151-0-4508783,0,leg,1,,,,,
061000-2013000872151-0-4508783,0,activity,2,School,552631.3638518639,4174312.822924512,73020.0,
061000-2013000872151-0-4508783,0,leg,3,,,,,
061000-2013000872151-0-4508783,0,activity,4,Home,553012.7826340878,4174458.2596106837,-Infinity,
061000-2013000872151-0-4508784,0,activity,0,Home,553012.7826340878,4174458.2596106837,22020.0,
061000-2013000872151-0-4508784,0,leg,1,,,,,
061000-2013000872151-0-4508784,0,activity,2,Escort,550833.5629608746,4178446.8646778385,53640.0,
061000-2013000872151-0-4508784,0,leg,3,,,,,
061000-2013000872151-0-4508784,0,activity,4,Home,553012.7826340878,4174458.2596106837,-Infinity,
061000-2013000872151-0-4508785,0,activity,0,Home,552997.7384125391,4174497.2017346187,47160.0,
061000-2013000872151-0-4508785,0,leg,1,,,,,
061000-2013000872151-0-4508785,0,activity,2,Shopping,554378.7332143201,4178352.2872019345,49740.0,
061000-2013000872151-0-4508785,0,leg,3,,,,,
061000-2013000872151-0-4508785,0,activity,4,Home,552997.7384125391,4174497.2017346187,-Infinity,
061100-2013000008150-1-5392386,0,activity,0,Home,552362.9989770898,4183420.0780098783,31200.0,
061100-2013000008150-1-5392386,0,leg,1,,,,,
061100-2013000008150-1-5392386,0,activity,2,School,548402.3903364646,4177339.4559003906,59100.0,
061100-2013000008150-1-5392386,0,leg,3,,,,,
061100-2013000008150-1-5392386,0,activity,4,Home,552362.9989770898,4183420.0780098783,-Infinity,
061100-2013000363105-0-2086038,0,activity,0,Home,552389.6330625161,4183260.190489061,20100.0,
061100-2013000363105-0-2086038,0,leg,1,,,,,
061100-2013000363105-0-2086038,0,activity,2,Escort,551478.8879119677,4177654.8916307623,51660.0,
061100-2013000363105-0-2086038,0,leg,3,,,,,
061100-2013000363105-0-2086038,0,activity,4,Home,552389.6330625161,4183260.190489061,-Infinity,
061100-2013000363105-0-2086039,0,activity,0,Home,552389.6330625161,4183260.190489061,29460.0,
061100-2013000363105-0-2086039,0,leg,1,,,,,
061100-2013000363105-0-2086039,0,activity,2,School,552683.6140483634,4182803.3378544813,61440.0,
061100-2013000363105-0-2086039,0,leg,3,,,,,
061100-2013000363105-0-2086039,0,activity,4,Home,552389.6330625161,4183260.190489061,-Infinity,
061100-2013000363105-0-2086040,0,activity,0,Home,552389.6330625161,4183260.190489061,27180.0,
061100-2013000363105-0-2086040,0,leg,1,,,,,
061100-2013000363105-0-2086040,0,activity,2,Other,550412.796236561,4183567.9691673685,55380.0,
061100-2013000363105-0-2086040,0,leg,3,,,,,
061100-2013000363105-0-2086040,0,activity,4,Home,552389.6330625161,4183260.190489061,-Infinity,
061100-2014001079165-0-940624,0,activity,0,Home,552389.6330625161,4183260.190489061,29460.0,
061100-2014001079165-0-940624,0,leg,1,,,,,
061100-2014001079165-0-940624,0,activity,2,School,552683.6140483634,4182803.3378544813,61440.0,
061100-2014001079165-0-940624,0,leg,3,,,,,
061100-2014001079165-0-940624,0,activity,4,Home,552389.6330625161,4183260.190489061,-Infinity,
061100-2016000747949-0-1577020,0,activity,0,Home,552589.1182520108,4183408.3161824285,35340.0,
061100-2016000747949-0-1577020,0,leg,1,,,,,
061100-2016000747949-0-1577020,0,activity,2,Escort,551599.2120058953,4182409.7228896986,85260.0,
061100-2016000747949-0-1577020,0,leg,3,,,,,
061100-2016000747949-0-1577020,0,activity,4,Escort,549693.3384835772,4181070.6139106303,85680.0,
061100-2016000747949-0-1577020,0,leg,5,,,,,
061100-2016000747949-0-1577020,0,activity,6,Home,552589.1182520108,4183408.3161824285,-Infinity,
061100-2016000747949-0-1577021,0,activity,0,Home,552589.1182520108,4183408.3161824285,67740.0,
061100-2016000747949-0-1577021,0,leg,1,,,,,
061100-2016000747949-0-1577021,0,activity,2,Other,547876.96510729,4182423.445738024,74160.0,
061100-2016000747949-0-1577021,0,leg,3,,,,,
061100-2016000747949-0-1577021,0,activity,4,Home,552589.1182520108,4183408.3161824285,-Infinity,
061100-2016001385848-0-6031565,0,activity,0,Home,552653.1022202026,4183457.506287229,35340.0,
061100-2016001385848-0-6031565,0,leg,1,,,,,
061100-2016001385848-0-6031565,0,activity,2,Escort,551599.2120058953,4182409.7228896986,85260.0,
061100-2016001385848-0-6031565,0,leg,3,,,,,
061100-2016001385848-0-6031565,0,activity,4,Escort,549693.3384835772,4181070.6139106303,85680.0,
061100-2016001385848-0-6031565,0,leg,5,,,,,
061100-2016001385848-0-6031565,0,activity,6,Home,552653.1022202026,4183457.506287229,-Infinity,
061100-2016001405141-2-1959580,0,activity,0,Home,552687.4454001442,4183248.1722456394,31800.0,
061100-2016001405141-2-1959580,0,leg,1,,,,,
061100-2016001405141-2-1959580,0,activity,2,Escort,543356.1886475096,4181523.0297389543,34380.0,
061100-2016001405141-2-1959580,0,leg,3,,,,,
061100-2016001405141-2-1959580,0,activity,4,Home,552687.4454001442,4183248.1722456394,-Infinity,
061100-2016001405141-2-1959581,0,activity,0,Home,552687.4454001442,4183248.1722456394,31800.0,
061100-2016001405141-2-1959581,0,leg,1,,,,,
061100-2016001405141-2-1959581,0,activity,2,Escort,543356.1886475096,4181523.0297389543,34380.0,
061100-2016001405141-2-1959581,0,leg,3,,,,,
061100-2016001405141-2-1959581,0,activity,4,Home,552687.4454001442,4183248.1722456394,-Infinity,
061200-2013001345049-0-2728318,0,activity,0,Home,553283.6492413335,4176824.7582660867,41160.0,
061200-2013001345049-0-2728318,0,leg,1,,,,,
061200-2013001345049-0-2728318,0,activity,2,Social,552819.7810068404,4182101.8371525,47460.0,
061200-2013001345049-0-2728318,0,leg,3,,,,,
061200-2013001345049-0-2728318,0,activity,4,Home,553283.6492413335,4176824.7582660867,-Infinity,
061200-2013001345049-0-2728319,0,activity,0,Home,553283.6492413335,4176824.7582660867,29400.0,
061200-2013001345049-0-2728319,0,leg,1,,,,,
061200-2013001345049-0-2728319,0,activity,2,School,551186.5087387564,4175526.6057755738,64980.0,
061200-2013001345049-0-2728319,0,leg,3,,,,,
061200-2013001345049-0-2728319,0,activity,4,Home,553283.6492413335,4176824.7582660867,73680.0,
061200-2013001345049-0-2728319,0,leg,5,,,,,
061200-2013001345049-0-2728319,0,activity,6,Shopping,553167.655288025,4177870.8272024607,76860.0,
061200-2013001345049-0-2728319,0,leg,7,,,,,
061200-2013001345049-0-2728319,0,activity,8,Home,553283.6492413335,4176824.7582660867,-Infinity,
061400-2012000590665-0-7428893,0,activity,0,Home,553326.9141573857,4178547.3574302304,30840.0,
061400-2012000590665-0-7428893,0,leg,1,,,,,
061400-2012000590665-0-7428893,0,activity,2,Other,554152.3902565977,4179443.071637572,59400.0,
061400-2012000590665-0-7428893,0,leg,3,,,,,
061400-2012000590665-0-7428893,0,activity,4,Home,553326.9141573857,4178547.3574302304,-Infinity,
061400-2013001270771-1-557154,0,activity,0,Home,553390.1853810934,4179378.8990629436,33540.0,
061400-2013001270771-1-557154,0,leg,1,,,,,
061400-2013001270771-1-557154,0,activity,2,Shopping,553271.6327927537,4182892.7010210208,36300.0,
061400-2013001270771-1-557154,0,leg,3,,,,,
061400-2013001270771-1-557154,0,activity,4,Home,553390.1853810934,4179378.8990629436,55020.0,
061400-2013001270771-1-557154,0,leg,5,,,,,
061400-2013001270771-1-557154,0,activity,6,Other,553829.4775520156,4181522.187955941,65100.0,
061400-2013001270771-1-557154,0,leg,7,,,,,
061400-2013001270771-1-557154,0,activity,8,Home,553390.1853810934,4179378.8990629436,-Infinity,
061400-2013001270771-1-557155,0,activity,0,Home,553390.1853810934,4179378.8990629436,26580.0,
061400-2013001270771-1-557155,0,leg,1,,,,,
061400-2013001270771-1-557155,0,activity,2,Work,548739.3349415443,4181096.5018076506,57780.0,
061400-2013001270771-1-557155,0,leg,3,,,,,
061400-2013001270771-1-557155,0,activity,4,Home,553390.1853810934,4179378.8990629436,-Infinity,
061400-2013001270771-1-557156,0,activity,0,Home,553390.1853810934,4179378.8990629436,29280.0,
061400-2013001270771-1-557156,0,leg,1,,,,,
061400-2013001270771-1-557156,0,activity,2,Shopping,553860.010616927,4181910.472377821,57300.0,
061400-2013001270771-1-557156,0,leg,3,,,,,
061400-2013001270771-1-557156,0,activity,4,Home,553390.1853810934,4179378.8990629436,-Infinity,
061400-2014000584044-0-7174257,0,activity,0,Home,552631.8122099766,4178736.515030381,34980.0,
061400-2014000584044-0-7174257,0,leg,1,,,,,
061400-2014000584044-0-7174257,0,activity,2,Other,549237.1785753521,4179767.3387772106,44820.0,
061400-2014000584044-0-7174257,0,leg,3,,,,,
061400-2014000584044-0-7174257,0,activity,4,Home,552631.8122099766,4178736.515030381,46020.0,
061400-2014000584044-0-7174257,0,leg,5,,,,,
061400-2014000584044-0-7174257,0,activity,6,Shopping,551326.7364722439,4179654.4067588546,49080.0,
061400-2014000584044-0-7174257,0,leg,7,,,,,
061400-2014000584044-0-7174257,0,activity,8,Home,552631.8122099766,4178736.515030381,-Infinity,
061400-2014000584044-0-7174258,0,activity,0,Home,552666.0219455812,4178750.552879069,31980.0,
061400-2014000584044-0-7174258,0,leg,1,,,,,
061400-2014000584044-0-7174258,0,activity,2,Work,550412.5639426913,4182318.423772472,66720.0,
061400-2014000584044-0-7174258,0,leg,3,,,,,
061400-2014000584044-0-7174258,0,activity,4,Home,552666.0219455812,4178750.552879069,-Infinity,
061400-2014000809942-0-2209338,0,activity,0,Home,553522.3105571163,4179105.145389401,31320.0,
061400-2014000809942-0-2209338,0,leg,1,,,,,
061400-2014000809942-0-2209338,0,activity,2,Shopping,552597.7694627714,4183109.1944517717,41160.0,
061400-2014000809942-0-2209338,0,leg,3,,,,,
061400-2014000809942-0-2209338,0,activity,4,Home,553522.3105571163,4179105.145389401,56760.0,
061400-2014000809942-0-2209338,0,leg,5,,,,,
061400-2014000809942-0-2209338,0,activity,6,Shopping,553656.9124698259,4178590.9511094145,60120.0,
061400-2014000809942-0-2209338,0,leg,7,,,,,
061400-2014000809942-0-2209338,0,activity,8,Home,553522.3105571163,4179105.145389401,-Infinity,
061400-2015001282334-1-1828608,0,activity,0,Home,552922.2614024936,4178353.898711653,25320.0,
061400-2015001282334-1-1828608,0,leg,1,,,,,
061400-2015001282334-1-1828608,0,activity,2,School,551645.997182603,4178519.878873606,60780.0,
061400-2015001282334-1-1828608,0,leg,3,,,,,
061400-2015001282334-1-1828608,0,activity,4,Home,552922.2614024936,4178353.898711653,-Infinity,
061400-2015001282334-1-1828609,0,activity,0,Home,552922.2614024936,4178353.898711653,30780.0,
061400-2015001282334-1-1828609,0,leg,1,,,,,
061400-2015001282334-1-1828609,0,activity,2,Other,553790.0224039137,4182493.091121883,47940.0,
061400-2015001282334-1-1828609,0,leg,3,,,,,
061400-2015001282334-1-1828609,0,activity,4,Home,552922.2614024936,4178353.898711653,50280.0,
061400-2015001282334-1-1828609,0,leg,5,,,,,
061400-2015001282334-1-1828609,0,activity,6,Shopping,549926.345181388,4176394.665494591,53220.0,
061400-2015001282334-1-1828609,0,leg,7,,,,,
061400-2015001282334-1-1828609,0,activity,8,Home,552922.2614024936,4178353.898711653,-Infinity,
061400-2015001458133-0-1700975,0,activity,0,Home,553205.3437350951,4178811.762109936,28140.0,
061400-2015001458133-0-1700975,0,leg,1,,,,,
061400-2015001458133-0-1700975,0,activity,2,Work,550705.9685079246,4181411.7543885997,59640.0,
061400-2015001458133-0-1700975,0,leg,3,,,,,
061400-2015001458133-0-1700975,0,activity,4,Home,553205.3437350951,4178811.762109936,-Infinity,
061500-2012000084651-3-5006407,0,activity,0,Home,553788.6743190736,4182717.6263082214,64380.0,
061500-2012000084651-3-5006407,0,leg,1,,,,,
061500-2012000084651-3-5006407,0,activity,2,Shopping,552390.5487781677,4179931.7007119386,70980.0,
061500-2012000084651-3-5006407,0,leg,3,,,,,
061500-2012000084651-3-5006407,0,activity,4,Home,553788.6743190736,4182717.6263082214,-Infinity,
061500-2012000084651-3-5006408,0,activity,0,Home,553788.6743190736,4182717.6263082214,36660.0,
061500-2012000084651-3-5006408,0,leg,1,,,,,
061500-2012000084651-3-5006408,0,activity,2,Eatout,552352.755029168,4181965.510141858,54180.0,
061500-2012000084651-3-5006408,0,leg,3,,,,,
061500-2012000084651-3-5006408,0,activity,4,Home,553788.6743190736,4182717.6263082214,56640.0,
061500-2012000084651-3-5006408,0,leg,5,,,,,
061500-2012000084651-3-5006408,0,activity,6,Shopping,552943.3981502259,4182016.758109674,59880.0,
061500-2012000084651-3-5006408,0,leg,7,,,,,
061500-2012000084651-3-5006408,0,activity,8,Home,553788.6743190736,4182717.6263082214,-Infinity,
061500-2012000225982-3-1445659,0,activity,0,Home,553533.5264151162,4183038.585413553,27360.0,
061500-2012000225982-3-1445659,0,leg,1,,,,,
061500-2012000225982-3-1445659,0,activity,2,Escort,552236.8533688057,4179351.2422412317,80340.0,
061500-2012000225982-3-1445659,0,leg,3,,,,,
061500-2012000225982-3-1445659,0,activity,4,Home,553533.5264151162,4183038.585413553,-Infinity,
061500-2012000688967-5-7937831,0,activity,0,Home,553096.0669921548,4182141.5992798093,29340.0,
061500-2012000688967-5-7937831,0,leg,1,,,,,
061500-2012000688967-5-7937831,0,activity,2,Escort,553035.8483539436,4183183.820554776,39600.0,
061500-2012000688967-5-7937831,0,leg,3,,,,,
061500-2012000688967-5-7937831,0,activity,4,Home,553096.0669921548,4182141.5992798093,-Infinity,
061500-2012001149313-0-1191940,0,activity,0,Home,553845.4112546889,4182658.2759676324,18120.0,
061500-2012001149313-0-1191940,0,leg,1,,,,,
061500-2012001149313-0-1191940,0,activity,2,Work,546924.706617635,4174581.674599971,53220.0,
061500-2012001149313-0-1191940,0,leg,3,,,,,
061500-2012001149313-0-1191940,0,activity,4,Home,553845.4112546889,4182658.2759676324,-Infinity,
061500-2012001149313-0-1191941,0,activity,0,Home,553845.4112546889,4182658.2759676324,39420.0,
061500-2012001149313-0-1191941,0,leg,1,,,,,
061500-2012001149313-0-1191941,0,activity,2,Other,552982.7271190013,4183394.1918495586,49740.0,
061500-2012001149313-0-1191941,0,leg,3,,,,,
061500-2012001149313-0-1191941,0,activity,4,Home,553845.4112546889,4182658.2759676324,-Infinity,
061500-2013000073819-1-3227542,0,activity,0,Home,553096.0669921548,4182141.5992798093,29340.0,
061500-2013000073819-1-3227542,0,leg,1,,,,,
061500-2013000073819-1-3227542,0,activity,2,Escort,553035.8483539436,4183183.820554776,39600.0,
061500-2013000073819-1-3227542,0,leg,3,,,,,
061500-2013000073819-1-3227542,0,activity,4,Home,553096.0669921548,4182141.5992798093,-Infinity,
061500-2013000073819-1-3227543,0,activity,0,Home,553096.0669921548,4182141.5992798093,37860.0,
061500-2013000073819-1-3227543,0,leg,1,,,,,
061500-2013000073819-1-3227543,0,activity,2,School,555436.5524621892,4184856.863994292,66120.0,
061500-2013000073819-1-3227543,0,leg,3,,,,,
061500-2013000073819-1-3227543,0,activity,4,Home,553096.0669921548,4182141.5992798093,-Infinity,
061500-2013000073819-1-3227544,0,activity,0,Home,553096.0669921548,4182141.5992798093,26940.0,
061500-2013000073819-1-3227544,0,leg,1,,,,,
061500-2013000073819-1-3227544,0,activity,2,Work,552165.9237055609,4180682.1973414626,58740.0,
061500-2013000073819-1-3227544,0,leg,3,,,,,
061500-2013000073819-1-3227544,0,activity,4,Home,553096.0669921548,4182141.5992798093,-Infinity,
061500-2013000073819-1-3227545,0,activity,0,Home,553096.0669921548,4182141.5992798093,48780.0,
061500-2013000073819-1-3227545,0,leg,1,,,,,
061500-2013000073819-1-3227545,0,activity,2,Social,553468.1523460385,4182815.25855756,66300.0,
061500-2013000073819-1-3227545,0,leg,3,,,,,
061500-2013000073819-1-3227545,0,activity,4,Home,553096.0669921548,4182141.5992798093,-Infinity,
061500-2013000073819-1-3227546,0,activity,0,Home,553096.0669921548,4182141.5992798093,29940.0,
