PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
407-2016001273891-0153489,4,M,687130.8675154999,4823018.584005499,car,0.0,2,18.0,407-2016001273891-0,5,51311.0
407-2016001452430-0156066,56,M,687130.8675154999,4823018.584005499,,49696.0,0,18.0,407-2016001452430-0,2,21986.0
407-2016001459467-0156158,42,F,687130.8675154999,4823018.584005499,,0.0,3,18.0,407-2016001459467-0,5,72545.0
407-2016001459467-0156199,56,M,687130.8675154999,4823018.584005499,,105148.0,4,18.0,407-2016001459467-0,5,72545.0
407-2016001459467-0156240,10,M,687130.8675154999,4823018.584005499,car,0.0,0,18.0,407-2016001459467-0,5,72545.0
407-2016001459467-0156281,0,F,687130.8675154999,4823018.584005499,car,19226.0,1,18.0,407-2016001459467-0,5,72545.0
407-2016001459467-0156322,5,M,687130.8675154999,4823018.584005499,car,0.0,5,18.0,407-2016001459467-0,5,72545.0
407-2016001479726-0156534,42,M,687080.9623980001,4823827.1830995,,32066.0,2,18.0,407-2016001479726-0,3,91147.0
407-2016001479726-0156571,54,F,687080.9623980001,4823827.1830995,,0.0,0,18.0,407-2016001479726-0,3,91147.0
408-2012000021280-0201,70,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2012000021280-0,2,38987.0
408-2012000057088-0702,54,M,686292.9626035,4825250.700216,,27857.0,0,18.0,408-2012000057088-0,4,58872.0
408-2012000057088-0744,46,F,686456.3426940001,4825351.0864305,,23992.0,3,18.0,408-2012000057088-0,4,58872.0
408-2012000057088-0786,14,M,686292.9626035,4825250.700216,car,0.0,2,18.0,408-2012000057088-0,4,58872.0
408-2012000065514-01033,73,F,686236.3169795,4827430.7824035,,0.0,3,18.0,408-2012000065514-0,4,124825.0
408-2012000065514-01067,27,M,686260.6434259999,4827360.416399499,,0.0,0,18.0,408-2012000065514-0,4,124825.0
408-2012000065514-0999,68,M,686236.3169795,4827430.7824035,,0.0,1,18.0,408-2012000065514-0,4,124825.0
408-2012000272338-05485,29,F,686302.1472885,4826012.0180795,,28056.0,0,18.0,408-2012000272338-0,2,5845.0
408-2012000281261-05862,48,M,687254.042809,4825583.862032499,,40789.0,0,18.0,408-2012000281261-0,2,35203.0
408-2012000377937-07494,22,M,687254.042809,4825583.862032499,,0.0,0,18.0,408-2012000377937-0,2,26936.0
408-2012000395090-07737,56,M,687254.0428095,4825583.862032499,,47725.0,1,18.0,408-2012000395090-0,3,25625.0
408-2012000395090-07778,25,F,687254.042809,4825583.862032499,,23758.0,0,18.0,408-2012000395090-0,3,25625.0
408-2012000442109-09234,39,M,686293.7244335,4825992.2822135,,0.0,1,18.0,408-2012000442109-0,4,88384.0
408-2012000442109-09282,44,F,686302.1472885,4826012.0180795,,49111.0,3,18.0,408-2012000442109-0,4,88384.0
408-2012000442109-09330,11,F,686293.7244335,4825992.2822135,car,0.0,0,18.0,408-2012000442109-0,4,88384.0
408-2012000510062-010246,74,F,687254.042809,4825583.862032499,,0.0,0,18.0,408-2012000510062-0,2,23682.0
408-2012000634858-112688,44,M,687254.042809,4825583.862032499,,44155.0,0,18.0,408-2012000634858-1,3,64139.0
408-2012000634858-112772,28,F,687254.0428095,4825583.862032499,,24707.0,1,18.0,408-2012000634858-1,3,64139.0
408-2012000662466-113303,54,M,687254.042809,4825583.862032499,,65544.0,3,18.0,408-2012000662466-1,4,29187.0
408-2012000662466-113386,57,F,687254.0428095,4825583.862032499,,33082.0,0,18.0,408-2012000662466-1,4,29187.0
408-2012000662466-113469,10,M,687254.0428095,4825583.862032499,car,0.0,2,18.0,408-2012000662466-1,4,29187.0
408-2012000710099-013839,53,M,687251.0534435001,4825223.6626915,,50206.0,0,18.0,408-2012000710099-0,3,101135.0
408-2012000710099-013882,59,F,687251.0534435001,4825223.6626915,,12347.0,2,18.0,408-2012000710099-0,3,101135.0
408-2012000751336-014834,70,M,687254.042809,4825583.862032499,,3178.0,0,18.0,408-2012000751336-0,2,17587.0
408-2012000752641-014914,35,M,686302.1472885,4826012.0180795,,30564.0,1,18.0,408-2012000752641-0,2,30262.0
408-2012000840641-016963,73,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2012000840641-0,2,24145.0
408-2012000849754-017179,51,F,686230.8628819999,4827887.608369,,0.0,4,18.0,408-2012000849754-0,5,131733.0
408-2012000849754-017212,20,M,686074.3325390001,4828028.423146,,33564.0,1,18.0,408-2012000849754-0,5,131733.0
408-2012000849754-017245,26,M,686230.8628819999,4827887.608369,,69107.0,2,18.0,408-2012000849754-0,5,131733.0
408-2012000849754-017278,12,M,686230.8628819999,4827887.608369,car,0.0,3,18.0,408-2012000849754-0,5,131733.0
408-2012000892593-018178,42,M,686236.3169795,4827430.7824035,,0.0,3,18.0,408-2012000892593-0,4,53270.0
408-2012000892593-018220,59,F,686260.6434259999,4827360.416399499,,17435.0,1,18.0,408-2012000892593-0,4,53270.0
408-2012000892593-018262,21,M,686236.3169795,4827430.7824035,,26889.0,2,18.0,408-2012000892593-0,4,53270.0
408-2012000922808-018384,72,F,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2012000922808-0,2,21687.0
408-2012000927308-018781,68,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2012000927308-0,2,19914.0
408-2012000935230-018815,68,M,686236.3169795,4827430.7824035,,1970.0,0,18.0,408-2012000935230-0,3,99725.0
408-2012000935230-018849,69,F,686260.6434259999,4827360.416399499,,0.0,1,18.0,408-2012000935230-0,3,99725.0
408-2012000987013-020206,20,M,686230.8628819999,4827887.608369,,30704.0,4,18.0,408-2012000987013-0,5,24083.0
408-2012000987013-020250,30,F,686074.3325390001,4828028.423146,,39746.0,0,18.0,408-2012000987013-0,5,24083.0
408-2012000987013-020294,8,F,686230.8628819999,4827887.608369,car,0.0,2,18.0,408-2012000987013-0,5,24083.0
408-2012000987013-020338,0,M,686230.8628819999,4827887.608369,car,0.0,1,18.0,408-2012000987013-0,5,24083.0
408-2012001009640-020563,27,M,686292.9626035,4825250.700216,,9253.0,2,18.0,408-2012001009640-0,3,87901.0
408-2012001009640-020594,32,F,686456.3426940001,4825351.0864305,,39980.0,1,18.0,408-2012001009640-0,3,87901.0
408-2012001097565-121978,36,M,686236.3169795,4827430.7824035,,0.0,0,18.0,408-2012001097565-1,4,81479.0
408-2012001097565-122051,18,M,686260.6434259999,4827360.416399499,,0.0,2,18.0,408-2012001097565-1,4,81479.0
408-2012001097565-122124,20,M,686236.3169795,4827430.7824035,,77320.0,1,18.0,408-2012001097565-1,4,81479.0
408-2012001105744-022199,73,M,686441.1908335,4825839.1974155,,0.0,2,18.0,408-2012001105744-0,3,8163.0
408-2012001105744-022239,73,F,686294.2764369999,4825714.0183625,,0.0,1,18.0,408-2012001105744-0,3,8163.0
408-2012001151676-023414,26,M,687254.0428095,4825583.862032499,,2792.0,2,18.0,408-2012001151676-0,3,109526.0
408-2012001151676-023462,28,F,687254.042809,4825583.862032499,,32296.0,0,18.0,408-2012001151676-0,3,109526.0
408-2012001189763-023691,55,F,686294.2764369999,4825714.0183625,,0.0,0,18.0,408-2012001189763-0,3,111680.0
408-2012001189763-023735,11,M,686441.1908335,4825839.1974155,car,0.0,1,18.0,408-2012001189763-0,3,111680.0
408-2012001333257-026071,51,M,686294.2764369999,4825714.0183625,,102015.0,3,18.0,408-2012001333257-0,5,37824.0
408-2012001333257-026111,22,F,686441.1908335,4825839.1974155,,36278.0,1,18.0,408-2012001333257-0,5,37824.0
408-2012001333257-026151,7,F,686294.2764369999,4825714.0183625,car,0.0,2,18.0,408-2012001333257-0,5,37824.0
408-2012001333257-026191,1,M,686294.2764369999,4825714.0183625,car,0.0,4,18.0,408-2012001333257-0,5,37824.0
408-2012001333257-026231,9,M,686294.2764369999,4825714.0183625,car,0.0,5,18.0,408-2012001333257-0,5,37824.0
408-2012001365754-126889,24,F,687254.042809,4825583.862032499,,10758.0,0,18.0,408-2012001365754-1,3,29221.0
408-2012001365754-126978,31,M,687254.0428095,4825583.862032499,,21664.0,2,18.0,408-2012001365754-1,3,29221.0
408-2012001386321-027520,47,M,686402.1712105,4824616.251329999,,71972.0,0,18.0,408-2012001386321-0,2,29993.0
408-2012001394863-027667,55,F,687254.042809,4825583.862032499,,24409.0,2,18.0,408-2012001394863-0,4,51472.0
408-2012001394863-027700,57,M,687254.0428095,4825583.862032499,,76649.0,0,18.0,408-2012001394863-0,4,51472.0
408-2012001394863-027733,16,M,687254.0428095,4825583.862032499,,0.0,1,18.0,408-2012001394863-0,4,51472.0
408-2012001401266-027901,29,F,686441.1908335,4825839.1974155,,21916.0,1,18.0,408-2012001401266-0,3,125886.0
408-2012001401266-027950,23,M,686294.2764369999,4825714.0183625,,18394.0,0,18.0,408-2012001401266-0,3,125886.0
408-2012001404956-028053,20,M,686236.3169795,4827430.7824035,,14892.0,0,18.0,408-2012001404956-0,3,100252.0
408-2012001404956-028081,18,F,686260.6434259999,4827360.416399499,,32809.0,1,18.0,408-2012001404956-0,3,100252.0
408-2012001433817-028661,47,M,687254.042809,4825583.862032499,,0.0,3,18.0,408-2012001433817-0,5,47139.0
408-2012001433817-028701,36,F,687254.0428095,4825583.862032499,,131363.0,1,18.0,408-2012001433817-0,5,47139.0
408-2012001433817-028741,8,M,687254.0428095,4825583.862032499,car,0.0,5,18.0,408-2012001433817-0,5,47139.0
408-2012001433817-028781,16,F,687254.0428095,4825583.862032499,,0.0,2,18.0,408-2012001433817-0,5,47139.0
408-2012001433817-028821,9,M,687254.0428095,4825583.862032499,car,8121.0,4,18.0,408-2012001433817-0,5,47139.0
408-2012001464904-029140,27,M,686294.2764369999,4825714.0183625,,3316.0,1,18.0,408-2012001464904-0,5,139478.0
408-2012001464904-029183,31,F,686294.2764369999,4825714.0183625,,37686.0,3,18.0,408-2012001464904-0,5,139478.0
408-2012001464904-029226,3,M,686294.2764369999,4825714.0183625,car,0.0,0,18.0,408-2012001464904-0,5,139478.0
408-2012001464904-029269,6,M,686441.1908335,4825839.1974155,car,0.0,2,18.0,408-2012001464904-0,5,139478.0
408-2013000050949-030355,62,M,687254.042809,4825583.862032499,,22273.0,0,18.0,408-2013000050949-0,2,8604.0
408-2013000056397-030516,25,F,686260.6434259999,4827360.416399499,,30667.0,2,18.0,408-2013000056397-0,4,27391.0
408-2013000056397-030619,4,F,686236.3169795,4827430.7824035,car,0.0,1,18.0,408-2013000056397-0,4,27391.0
408-2013000056397-030722,4,F,686236.3169795,4827430.7824035,car,0.0,3,18.0,408-2013000056397-0,4,27391.0
408-2013000193403-034267,73,M,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2013000193403-0,3,20183.0
408-2013000193403-034311,66,F,687251.0534435001,4825223.6626915,,0.0,0,18.0,408-2013000193403-0,3,20183.0
408-2013000196126-034354,59,M,687254.0428095,4825583.862032499,,84175.0,2,18.0,408-2013000196126-0,3,139158.0
408-2013000196126-034397,35,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2013000196126-0,3,139158.0
408-2013000211454-034664,72,M,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2013000211454-0,3,23415.0
408-2013000211454-034692,71,F,687251.0534435001,4825223.6626915,,0.0,2,18.0,408-2013000211454-0,3,23415.0
408-2013000365992-138334,41,M,687251.0534435001,4825223.6626915,,32039.0,1,18.0,408-2013000365992-1,2,35941.0
408-2013000377800-238723,58,F,686294.2764369999,4825714.0183625,,42772.0,4,18.0,408-2013000377800-2,5,130104.0
408-2013000377800-238843,44,M,686441.1908335,4825839.1974155,,107154.0,3,18.0,408-2013000377800-2,5,130104.0
408-2013000377800-238963,0,M,686294.2764369999,4825714.0183625,car,0.0,2,18.0,408-2013000377800-2,5,130104.0
408-2013000377800-239083,14,F,686294.2764369999,4825714.0183625,car,0.0,5,18.0,408-2013000377800-2,5,130104.0
408-2013000377800-239203,3,M,686294.2764369999,4825714.0183625,car,0.0,0,18.0,408-2013000377800-2,5,130104.0
408-2013000393446-039444,21,F,687254.0428095,4825583.862032499,,63257.0,0,18.0,408-2013000393446-0,3,11394.0
408-2013000393446-039491,36,F,687254.042809,4825583.862032499,,24696.0,2,18.0,408-2013000393446-0,3,11394.0
408-2013000424744-040187,31,M,687254.0428095,4825583.862032499,,12030.0,3,18.0,408-2013000424744-0,4,79943.0
408-2013000424744-040226,20,F,687254.0428095,4825583.862032499,,52927.0,0,18.0,408-2013000424744-0,4,79943.0
408-2013000424744-040265,2,F,687254.042809,4825583.862032499,car,0.0,1,18.0,408-2013000424744-0,4,79943.0
408-2013000430975-040326,28,F,687254.042809,4825583.862032499,,36845.0,2,18.0,408-2013000430975-0,3,53692.0
408-2013000430975-040390,20,F,687254.0428095,4825583.862032499,,34230.0,1,18.0,408-2013000430975-0,3,53692.0
408-2013000431434-040448,24,M,687254.042809,4825583.862032499,,7328.0,1,18.0,408-2013000431434-0,2,6907.0
408-2013000603319-044278,42,M,687254.042809,4825583.862032499,,38691.0,2,18.0,408-2013000603319-0,3,89659.0
408-2013000603319-044333,4,M,687254.0428095,4825583.862032499,car,15959.0,1,18.0,408-2013000603319-0,3,89659.0
408-2013000606389-144408,40,M,686294.2764369999,4825714.0183625,,0.0,3,18.0,408-2013000606389-1,4,13308.0
408-2013000606389-144529,30,M,686441.1908335,4825839.1974155,,46238.0,0,18.0,408-2013000606389-1,4,13308.0
408-2013000606389-144650,37,F,686294.2764369999,4825714.0183625,,26610.0,1,18.0,408-2013000606389-1,4,13308.0
408-2013000615889-044999,38,F,687251.0534435001,4825223.6626915,,136440.0,1,18.0,408-2013000615889-0,3,26352.0
408-2013000615889-045034,36,M,687251.0534435001,4825223.6626915,,31922.0,2,18.0,408-2013000615889-0,3,26352.0
408-2013000725483-047413,37,M,687254.0428095,4825583.862032499,,0.0,2,18.0,408-2013000725483-0,3,22423.0
408-2013000725483-047457,40,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2013000725483-0,3,22423.0
408-2013000795246-048256,45,M,686888.2986325,4824629.511558499,,63102.0,1,18.0,408-2013000795246-0,3,141596.0
408-2013000795246-048279,56,F,686888.2986325,4824629.511558499,,45799.0,0,18.0,408-2013000795246-0,3,141596.0
408-2013000818226-048601,57,M,686615.4798675,4824622.450487999,,124575.0,1,18.0,408-2013000818226-0,3,89347.0
408-2013000818226-048642,41,F,686615.4798675,4824622.450487999,,134.0,0,18.0,408-2013000818226-0,3,89347.0
408-2013000871283-049259,65,F,686441.1908335,4825839.1974155,,25988.0,0,18.0,408-2013000871283-0,3,110749.0
408-2013000871283-049293,72,M,686294.2764369999,4825714.0183625,,26001.0,2,18.0,408-2013000871283-0,3,110749.0
408-2013000889474-049483,70,M,687251.0534435001,4825223.6626915,,14688.0,2,18.0,408-2013000889474-0,3,113425.0
408-2013000889474-049515,31,M,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2013000889474-0,3,113425.0
408-2013000895447-049652,32,M,686456.3426940001,4825351.0864305,,7205.0,1,18.0,408-2013000895447-0,3,38880.0
408-2013000895447-049736,11,M,686292.9626035,4825250.700216,car,0.0,2,18.0,408-2013000895447-0,3,38880.0
408-2013000899222-049845,28,F,686292.9626035,4825250.700216,,0.0,0,18.0,408-2013000899222-0,5,80291.0
408-2013000899222-049877,9,M,686292.9626035,4825250.700216,car,0.0,3,18.0,408-2013000899222-0,5,80291.0
408-2013000899222-049909,3,M,686292.9626035,4825250.700216,car,0.0,4,18.0,408-2013000899222-0,5,80291.0
408-2013000899222-049941,53,M,686456.3426940001,4825351.0864305,,16323.0,2,18.0,408-2013000899222-0,5,80291.0
408-2013001042627-052520,56,M,687254.042809,4825583.862032499,,24076.0,0,18.0,408-2013001042627-0,3,1658.0
408-2013001042627-052564,45,F,687254.0428095,4825583.862032499,,0.0,1,18.0,408-2013001042627-0,3,1658.0
408-2013001099005-153554,19,F,687254.0428095,4825583.862032499,,8671.0,0,18.0,408-2013001099005-1,4,4115.0
408-2013001099005-153630,36,M,687254.042809,4825583.862032499,,77076.0,3,18.0,408-2013001099005-1,4,4115.0
408-2013001099005-153706,1,F,687254.0428095,4825583.862032499,car,0.0,2,18.0,408-2013001099005-1,4,4115.0
408-2013001166355-054795,37,F,687251.0534435001,4825223.6626915,,127659.0,2,18.0,408-2013001166355-0,3,19966.0
408-2013001166355-054833,27,M,687251.0534435001,4825223.6626915,,76861.0,0,18.0,408-2013001166355-0,3,19966.0
408-2013001265598-156741,25,M,687254.042809,4825583.862032499,,0.0,0,18.0,408-2013001265598-1,3,20848.0
408-2013001265598-156815,40,M,687254.0428095,4825583.862032499,,118923.0,2,18.0,408-2013001265598-1,3,20848.0
408-2013001394719-158763,54,M,686260.6434259999,4827360.416399499,,0.0,0,18.0,408-2013001394719-1,2,4986.0
408-2013001410507-058968,58,M,687254.042809,4825583.862032499,,76015.0,1,18.0,408-2013001410507-0,3,26694.0
408-2013001410507-059002,46,F,687254.0428095,4825583.862032499,,61913.0,2,18.0,408-2013001410507-0,3,26694.0
408-2013001465327-059995,71,F,686230.8628819999,4827887.608369,,0.0,1,18.0,408-2013001465327-0,3,12618.0
408-2013001465327-060029,54,M,686074.3325390001,4828028.423146,,3601.0,0,18.0,408-2013001465327-0,3,12618.0
408-2013001466281-060058,29,F,686888.2986325,4824629.511558499,,36069.0,1,18.0,408-2013001466281-0,5,146438.0
408-2013001466281-060085,62,M,686888.2986325,4824629.511558499,,148333.0,0,18.0,408-2013001466281-0,5,146438.0
408-2013001466281-060112,13,M,686888.2986325,4824629.511558499,car,0.0,2,18.0,408-2013001466281-0,5,146438.0
408-2013001466281-060139,3,F,686888.2986325,4824629.511558499,car,0.0,4,18.0,408-2013001466281-0,5,146438.0
408-2013001466281-060166,2,F,686888.2986325,4824629.511558499,car,0.0,5,18.0,408-2013001466281-0,5,146438.0
408-2013001478005-060263,68,F,686441.1908335,4825839.1974155,,0.0,1,18.0,408-2013001478005-0,3,28047.0
408-2013001478005-060297,52,M,686294.2764369999,4825714.0183625,,4093.0,0,18.0,408-2013001478005-0,3,28047.0
408-2013001480820-060417,52,F,687254.0428095,4825583.862032499,,55934.0,0,18.0,408-2013001480820-0,4,57710.0
408-2013001480820-060448,51,M,687254.0428095,4825583.862032499,,37103.0,3,18.0,408-2013001480820-0,4,57710.0
408-2013001480820-060479,25,M,687254.042809,4825583.862032499,,7937.0,2,18.0,408-2013001480820-0,4,57710.0
408-2013001484884-060507,24,F,687254.042809,4825583.862032499,,32215.0,0,18.0,408-2013001484884-0,2,31982.0
408-2014000017712-061026,59,M,687254.042809,4825583.862032499,,14303.0,4,18.0,408-2014000017712-0,5,78600.0
408-2014000017712-061059,45,F,687254.0428095,4825583.862032499,,0.0,3,18.0,408-2014000017712-0,5,78600.0
408-2014000017712-061092,4,M,687254.0428095,4825583.862032499,car,0.0,2,18.0,408-2014000017712-0,5,78600.0
408-2014000017712-061125,8,M,687254.0428095,4825583.862032499,car,0.0,0,18.0,408-2014000017712-0,5,78600.0
408-2014000053367-261957,44,M,686287.736227,4824612.4522505,,73264.0,4,18.0,408-2014000053367-2,5,39777.0
408-2014000053367-262075,33,F,686291.6487700001,4824787.3820695,,10798.0,2,18.0,408-2014000053367-2,5,39777.0
408-2014000053367-262193,4,M,686287.736227,4824612.4522505,car,0.0,0,18.0,408-2014000053367-2,5,39777.0
408-2014000053367-262311,8,M,686287.736227,4824612.4522505,car,0.0,3,18.0,408-2014000053367-2,5,39777.0
408-2014000182092-065543,29,M,687251.0534435001,4825223.6626915,,64670.0,0,18.0,408-2014000182092-0,3,103707.0
408-2014000182092-065592,27,F,687251.0534435001,4825223.6626915,,137147.0,1,18.0,408-2014000182092-0,3,103707.0
408-2014000238225-066928,71,F,686456.3426940001,4825351.0864305,,0.0,0,18.0,408-2014000238225-0,2,18023.0
408-2014000263740-067341,35,M,687251.0534435001,4825223.6626915,,105506.0,2,18.0,408-2014000263740-0,3,70284.0
408-2014000263740-067384,62,F,687251.0534435001,4825223.6626915,,9884.0,0,18.0,408-2014000263740-0,3,70284.0
408-2014000292394-068059,30,M,686292.9626035,4825250.700216,,146795.0,0,18.0,408-2014000292394-0,4,28537.0
408-2014000292394-068206,40,M,686292.9626035,4825250.700216,,21718.0,1,18.0,408-2014000292394-0,4,28537.0
408-2014000292394-068353,33,F,686456.3426940001,4825351.0864305,,0.0,3,18.0,408-2014000292394-0,4,28537.0
408-2014000344487-069107,54,M,687254.0428095,4825583.862032499,,97678.0,1,18.0,408-2014000344487-0,3,121621.0
408-2014000344487-069133,41,F,687254.042809,4825583.862032499,,9530.0,2,18.0,408-2014000344487-0,3,121621.0
408-2014000489860-071763,53,F,686260.6434259999,4827360.416399499,,33661.0,0,18.0,408-2014000489860-0,2,8794.0
408-2014000533554-072804,22,F,687254.0428095,4825583.862032499,,13963.0,1,18.0,408-2014000533554-0,5,109175.0
408-2014000533554-072837,21,M,687254.0428095,4825583.862032499,,67304.0,2,18.0,408-2014000533554-0,5,109175.0
408-2014000533554-072870,7,M,687254.0428095,4825583.862032499,car,0.0,4,18.0,408-2014000533554-0,5,109175.0
408-2014000533554-072903,8,M,687254.042809,4825583.862032499,car,0.0,0,18.0,408-2014000533554-0,5,109175.0
408-2014000711199-076108,47,F,686441.1908335,4825839.1974155,,20942.0,1,18.0,408-2014000711199-0,2,10512.0
408-2014000813815-077385,25,M,686236.3169795,4827430.7824035,,31780.0,0,18.0,408-2014000813815-0,3,14703.0
408-2014000813815-077461,18,F,686260.6434259999,4827360.416399499,,40139.0,2,18.0,408-2014000813815-0,3,14703.0
408-2014000836897-077993,21,F,687251.0534435001,4825223.6626915,,16280.0,0,18.0,408-2014000836897-0,2,22868.0
408-2014000843364-078074,57,M,686402.1712105,4824616.251329999,,9940.0,0,18.0,408-2014000843364-0,2,21895.0
408-2014000853772-078320,40,F,686441.1908335,4825839.1974155,,31700.0,2,18.0,408-2014000853772-0,4,63143.0
408-2014000853772-078360,63,M,686294.2764369999,4825714.0183625,,87204.0,0,18.0,408-2014000853772-0,4,63143.0
408-2014000853772-078400,28,F,686294.2764369999,4825714.0183625,,5053.0,3,18.0,408-2014000853772-0,4,63143.0
408-2014000901324-079732,32,F,687251.0534435001,4825223.6626915,,0.0,2,18.0,408-2014000901324-0,4,106005.0
408-2014000901324-079801,0,M,687251.0534435001,4825223.6626915,car,0.0,1,18.0,408-2014000901324-0,4,106005.0
408-2014000901324-079870,2,F,687251.0534435001,4825223.6626915,car,10381.0,3,18.0,408-2014000901324-0,4,106005.0
408-2014000951716-280620,74,F,687254.042809,4825583.862032499,,22553.0,0,18.0,408-2014000951716-2,2,8409.0
408-2014001044526-082880,54,F,687251.0534435001,4825223.6626915,,16003.0,2,18.0,408-2014001044526-0,4,1171.0
408-2014001044526-082915,37,M,687251.0534435001,4825223.6626915,,70472.0,0,18.0,408-2014001044526-0,4,1171.0
408-2014001044526-082950,19,F,687251.0534435001,4825223.6626915,,0.0,3,18.0,408-2014001044526-0,4,1171.0
408-2014001065447-083689,68,F,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2014001065447-0,3,23101.0
408-2014001065447-083732,37,M,687251.0534435001,4825223.6626915,,38304.0,0,18.0,408-2014001065447-0,3,23101.0
408-2014001194700-087154,38,M,687254.042809,4825583.862032499,,57874.0,6,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087174,56,F,687254.0428095,4825583.862032499,,28401.0,4,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087194,61,M,687254.0428095,4825583.862032499,,79370.0,3,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087214,28,M,687254.0428095,4825583.862032499,,38957.0,2,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087234,6,F,687254.0428095,4825583.862032499,car,0.0,7,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087254,7,F,687254.0428095,4825583.862032499,car,16997.0,5,18.0,408-2014001194700-0,5,24585.0
408-2014001194700-087274,9,F,687254.0428095,4825583.862032499,car,17220.0,1,18.0,408-2014001194700-0,5,24585.0
408-2014001239636-088186,66,M,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2014001239636-0,3,128943.0
408-2014001239636-088229,42,F,687251.0534435001,4825223.6626915,,7920.0,2,18.0,408-2014001239636-0,3,128943.0
408-2014001338541-089649,52,F,686888.2986325,4824629.511558499,,33291.0,2,18.0,408-2014001338541-0,3,116887.0
408-2014001338541-089723,6,F,686888.2986325,4824629.511558499,car,0.0,1,18.0,408-2014001338541-0,3,116887.0
408-2014001353874-089850,73,M,686441.1908335,4825839.1974155,,0.0,1,18.0,408-2014001353874-0,3,32436.0
408-2014001353874-089878,66,F,686294.2764369999,4825714.0183625,,0.0,2,18.0,408-2014001353874-0,3,32436.0
408-2014001430472-091110,74,M,686888.2986325,4824629.511558499,,29528.0,2,18.0,408-2014001430472-0,3,116612.0
408-2014001430472-091159,74,F,686888.2986325,4824629.511558499,,0.0,0,18.0,408-2014001430472-0,3,116612.0
408-2014001441988-091291,41,F,686260.6434259999,4827360.416399499,,0.0,1,18.0,408-2014001441988-0,2,2204.0
408-2015000101135-092934,61,M,686294.2764369999,4825714.0183625,,54807.0,2,18.0,408-2015000101135-0,4,37680.0
408-2015000101135-092965,6,M,686441.1908335,4825839.1974155,car,0.0,3,18.0,408-2015000101135-0,4,37680.0
408-2015000101135-092996,57,F,686294.2764369999,4825714.0183625,,32562.0,1,18.0,408-2015000101135-0,4,37680.0
408-2015000128096-093231,46,F,686294.2764369999,4825714.0183625,,55325.0,1,18.0,408-2015000128096-0,5,147201.0
408-2015000128096-093276,44,M,686294.2764369999,4825714.0183625,,28617.0,2,18.0,408-2015000128096-0,5,147201.0
408-2015000128096-093321,10,M,686441.1908335,4825839.1974155,car,0.0,0,18.0,408-2015000128096-0,5,147201.0
408-2015000128096-093366,0,M,686294.2764369999,4825714.0183625,car,0.0,3,18.0,408-2015000128096-0,5,147201.0
408-2015000136494-093699,73,F,687254.042809,4825583.862032499,,0.0,2,18.0,408-2015000136494-0,3,145081.0
408-2015000136494-093731,46,M,687254.0428095,4825583.862032499,,139389.0,1,18.0,408-2015000136494-0,3,145081.0
408-2015000187968-094483,41,M,686294.2764369999,4825714.0183625,,28462.0,4,18.0,408-2015000187968-0,5,2605.0
408-2015000187968-094521,5,F,686294.2764369999,4825714.0183625,car,0.0,5,18.0,408-2015000187968-0,5,2605.0
408-2015000187968-094559,16,F,686294.2764369999,4825714.0183625,,0.0,2,18.0,408-2015000187968-0,5,2605.0
408-2015000187968-094597,9,M,686441.1908335,4825839.1974155,car,9765.0,1,18.0,408-2015000187968-0,5,2605.0
408-2015000187968-094635,18,F,686294.2764369999,4825714.0183625,,0.0,3,18.0,408-2015000187968-0,5,2605.0
408-2015000336194-097583,67,M,686293.7244335,4825992.2822135,,5777.0,2,18.0,408-2015000336194-0,3,116884.0
408-2015000336194-097623,70,F,686302.1472885,4826012.0180795,,0.0,0,18.0,408-2015000336194-0,3,116884.0
408-2015000367198-098072,32,F,687254.0428095,4825583.862032499,,19434.0,1,18.0,408-2015000367198-0,3,113017.0
408-2015000367198-098115,25,M,687254.042809,4825583.862032499,,31906.0,0,18.0,408-2015000367198-0,3,113017.0
408-2015000383841-098339,27,M,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2015000383841-0,2,17978.0
408-2015000393647-098723,65,F,686441.1908335,4825839.1974155,,0.0,1,18.0,408-2015000393647-0,3,10576.0
408-2015000393647-098763,67,M,686294.2764369999,4825714.0183625,,0.0,2,18.0,408-2015000393647-0,3,10576.0
408-2015000397516-098801,70,M,687254.042809,4825583.862032499,,16128.0,1,18.0,408-2015000397516-0,2,2664.0
408-2015000399196-099102,62,M,686441.1908335,4825839.1974155,,0.0,0,18.0,408-2015000399196-0,3,50618.0
